cell_type,action,energy,age,reward
1,3,19.182337762728952,16,0.0
1,1,46.24106862798285,9,-2.5
1,0,34.24456795005571,15,0.0
1,3,75.91442050416664,12,0.0
1,2,118.89394087386502,113,0.0
1,2,105.87393132637752,69,0.0
1,2,118.89394087386502,13,0.0
1,1,73.84681576308776,13,0.0
1,2,110.98751858664055,47,0.0
1,2,118.89394087386502,127,0.0
1,0,48.34528998371343,2,0.0
1,0,14.882337762728955,16,0.0
1,1,96.79663909356182,2,0.0
1,0,37.45457804754109,12,0.0
1,2,98.2004960773016,10,0.0
1,1,38.9716101285896,15,-2.5
1,0,44.07545866395484,5,0.0
1,2,51.61404964665102,156,0.0
1,2,91.78376343879725,13,0.0
1,1,75.91442050416664,12,0.0
1,1,64.84681576308776,13,0.0
1,0,98.89394087386502,1,0.0
1,0,34.24456795005571,15,0.0
1,1,25.244567950055718,15,0.0
1,2,99.79661704924929,23,0.0
2,3,49.33265895383044,3,0.0
2,3,140.0,3,120.0
1,1,74.46003449636446,177,0.0
1,2,118.9046946780917,69,0.0
1,1,55.11706342774079,16,-2.5
1,1,25.684286934460125,16,-2.5
1,3,66.31911518225834,13,0.0
1,3,72.36312413323637,16,0.0
1,3,47.80205309912753,14,0.0
1,1,89.20133377165352,3,-2.5
1,2,51.11057070650285,16,0.0
2,0,101.60177836220471,3,0.0
1,2,76.9443779395865,18,0.0
1,1,51.80205309912753,10,0.0
1,1,69.68146182855403,15,0.0
1,1,35.37630480668131,16,-2.5
1,0,73.13978131456824,17,0.0
1,2,118.9046946780917,22,0.0
2,3,48.5706856331635,3,0.0
1,2,118.9046946780917,186,0.0
1,0,40.709733623777744,9,0.0
1,0,47.24998466180514,3,0.0
2,2,48.5706856331635,3,0.0
1,2,118.9046946780917,12,0.0
1,0,12.087032440820662,17,0.0
1,2,118.9046946780917,114,0.0
1,1,28.037056101347794,11,0.0
1,2,111.60349871374105,10,0.0
1,0,43.72953599856019,15,0.0
1,0,39.709733623777744,9,0.0
1,2,54.11519829654245,12,0.0
1,1,66.31911518225834,13,0.0
1,1,82.9334944311043,6,-2.5
2,0,45.13331288240685,3,0.0
1,1,27.785312811718903,14,-2.5
1,0,18.149262628147422,16,0.0
1,0,37.493483160617224,12,0.0
1,1,72.37465027911223,178,0.0
1,2,80.66461210822409,14,0.0
1,2,118.91461578274777,117,0.0
2,3,49.353710224766054,4,0.0
1,1,35.80618284594719,8,0.0
2,1,46.42507290161642,5,0.0
1,1,79.55434345795547,17,0.0
1,2,80.0866724461548,45,0.0
1,2,110.8121539674366,71,0.0
1,0,43.98154391687995,6,0.0
1,2,118.91461578274777,38,0.0
2,0,47.25371022476605,4,0.0
1,1,60.81404605175503,13,-2.5
1,1,21.699928594466673,15,-2.5
1,2,72.40663698190833,12,0.0
1,1,100.33326159779726,198,0.0
1,2,104.73483969030838,25,0.0
1,2,79.39273305607396,19,0.0
1,0,36.36069792282337,13,0.0
1,2,53.558925822990304,17,0.0
1,0,77.08407398089766,18,0.0
1,0,101.35304979457916,2,0.0
1,2,103.8321635149241,3,0.0
1,2,118.91461578274777,195,0.0
1,3,43.63030126754021,16,0.0
1,1,75.90962635996432,12,0.0
1,2,70.28828266477714,179,0.0
1,3,12.915280609233339,19,0.0
1,0,35.27433030848828,14,0.0
1,0,45.07823283021782,5,0.0
1,1,5.915280609233341,19,0.0
1,2,118.91363238566491,278,0.0
1,2,94.8621367982217,207,0.0
1,1,114.73294284650439,16,0.0
1,3,69.64736335067103,15,0.0
2,2,47.47501652438041,5,0.0
1,1,77.79888729842283,14,0.0
1,2,118.91363238566491,15,0.0
1,1,52.445311596153466,18,0.0
1,1,69.14736335067103,15,0.0
1,3,71.72767843741994,14,0.0
1,1,13.855837807517023,20,-2.5
1,2,64.67302952113572,31,0.0
1,1,50.826425992720836,20,-2.5
1,0,71.14736335067103,15,0.0
2,1,44.04872660574309,6,0.0
1,2,49.991088395502295,7,0.0
1,2,41.05412395231526,11,0.0
1,2,73.58181389966674,18,0.0
2,1,44.04872660574309,6,0.0
1,0,49.93965488276206,7,0.0
1,3,34.308662310731414,15,0.0
1,2,46.18822540752641,4,0.0
1,1,58.135308337487814,15,-2.5
1,2,58.41222948050755,19,0.0
2,2,44.818523057804235,6,0.0
1,0,43.985862730285696,6,0.0
1,1,78.43721184013408,6,-2.5
1,1,55.0549932507389,16,-2.5
1,2,109.58814334782562,27,0.0
1,0,57.82175398427422,100,0.0
1,1,69.63530833748781,15,0.0
1,1,88.43721184013408,6,0.0
1,2,118.90762990006787,279,0.0
1,0,46.18822540752641,4,0.0
1,0,41.537931167608086,17,0.0
1,1,59.635308337487814,15,-2.5
1,2,61.41685707054715,15,0.0
1,0,35.27293416982835,14,0.0
1,2,77.25994063942558,14,0.0
1,0,42.08654495430732,6,0.0
1,0,42.890066961945095,7,0.0
1,0,90.53676624864292,24,0.0
1,0,32.02119088019946,17,0.0
1,2,118.91541203120462,235,0.0
1,1,73.29101777489288,20,0.0
1,3,65.14402411082912,15,0.0
1,1,79.16278062711257,17,0.0
1,2,118.91541203120462,17,0.0
1,3,64.01441423292155,20,0.0
1,2,118.91541203120462,138,0.0
1,2,118.91541203120462,51,0.0
1,3,52.33275192823923,19,0.0
1,2,53.5184889797547,7,0.0
1,0,13.800552727832597,20,0.0
1,3,55.149467923993335,22,0.0
1,1,57.64402411082912,15,-2.5
1,0,41.80547899314972,8,0.0
1,2,76.08672542900403,19,0.0
1,2,114.82142483667535,15,0.0
1,3,47.268353527425965,20,0.0
1,2,104.08020126671087,18,0.0
1,1,11.3355770341453,20,-2.5
1,1,74.47704290462535,17,0.0
2,3,123.12367842569299,5,75.07608055303865
1,3,40.45334319881271,18,0.0
1,1,54.55072036869244,16,-2.5
1,2,118.91541203120462,17,0.0
1,2,60.86935762223762,190,0.0
2,0,47.82563597498475,2,0.0
1,2,118.91541203120462,71,0.0
1,1,54.402800540864654,18,0.0
1,0,26.70891072570964,22,0.0
1,0,79.98121169754263,17,0.0
1,2,118.91541203120462,229,0.0
2,1,42.673971990866285,8,0.0
1,2,70.64172781162705,43,0.0
1,3,35.779305658851484,14,0.0
1,0,39.92806574849005,8,0.0
1,0,41.827383524468424,8,0.0
2,2,60.36325108044701,9,0.0
1,2,73.23723233758227,44,0.0
1,1,40.07557668697144,23,-2.5
2,3,120.49182344299712,6,0.0
1,1,54.070132873807225,16,-2.5
1,3,13.862711674382185,19,0.0
1,0,44.02974620170914,6,0.0
2,0,47.7173091147477,9,0.0
1,1,57.19446229040406,21,0.0
2,1,89.50945805433996,6,0.0
1,1,66.47682913167054,17,0.0
1,2,114.68855940311813,29,0.0
1,0,16.664431303483937,22,0.0
1,1,51.13440031656381,22,-2.5
1,0,31.260400824550388,21,0.0
1,1,55.89651404492163,18,0.0
1,2,60.75373994432143,7,0.0
1,1,46.19446229040407,21,0.0
1,0,52.634400316563806,22,0.0
2,0,38.770754331320056,8,0.0
2,2,43.14055078338121,8,0.0
1,0,33.28713248644103,14,0.0
1,0,35.174853604944936,18,0.0
1,2,102.38603134065937,210,0.0
2,3,42.840550783381204,8,0.0
1,2,118.9261087629781,74,0.0
2,3,63.963251080447,8,0.0
1,3,9.76168579712341,21,0.0
1,2,55.15829323812193,6,0.0
1,1,10.667026828486817,22,0.0
2,3,46.4322401550087,3,0.0
1,2,118.94036533767611,269,0.0
1,3,76.3940690070207,22,60.0
1,3,11.803077012058298,20,0.0
1,3,63.417194469346654,18,0.0
1,2,107.67766530721329,212,0.0
1,2,92.08257596743891,24,0.0
1,0,28.8030770120583,20,0.0
1,0,29.8770369259722,19,0.0
1,2,80.54830040577001,183,0.0
1,2,118.94036533767611,105,0.0
1,2,81.64344365907593,19,0.0
1,2,35.767748862144536,9,0.0
1,0,118.94036533767611,140,0.0
1,0,30.963846340414996,18,0.0
1,1,44.33687938259774,19,-2.5
1,1,12.877036925972192,19,0.0
2,3,117.87897722656527,7,0.0
1,2,109.17365012665778,5,0.0
2,1,81.55879729599054,9,0.0
1,2,70.34351700527957,19,0.0
1,2,118.94036533767611,22,0.0
1,2,118.94036533767611,75,0.0
1,0,63.26927464151886,20,0.0
1,2,118.94036533767611,43,0.0
1,0,42.97011153938525,7,0.0
1,2,56.23570108189278,43,0.0
1,3,7.640167991339382,23,0.0
1,0,18.580725189623063,25,0.0
2,3,140.0,9,75.765747317225
1,2,118.93811685653986,283,0.0
1,1,39.30059088203366,11,-2.5
1,2,118.93811685653986,75,0.0
1,2,50.818258374308535,50,0.0
1,2,118.93811685653986,10,0.0
1,2,112.34092426697293,21,0.0
2,3,63.53456067273497,11,0.0
1,0,66.9486150680232,18,0.0
1,0,35.347448120078674,14,0.0
2,0,46.45538210094003,3,0.0
1,2,78.28571343721805,24,0.0
1,2,57.34153657570502,20,0.0
1,2,118.93811685653986,77,0.0
1,0,62.20739149805872,21,0.0
1,1,59.2749962391376,20,0.0
1,1,72.32761125944441,18,0.0
1,2,118.93811685653986,44,0.0
1,1,80.15721482853279,10,0.0
1,0,40.807546171903475,9,0.0
1,0,29.901963196954853,19,0.0
1,0,34.29315237447853,15,0.0
1,2,81.32665391831847,46,0.0
1,1,42.583047139833155,23,0.0
1,1,57.22070049353746,21,0.0
1,1,36.20363841040664,18,0.0
1,0,67.74988372933149,20,0.0
1,2,68.0304347687821,105,0.0
1,1,58.52495392596433,21,0.0
1,2,72.16262637554087,124,0.0
1,2,105.58455901908914,121,0.0
2,0,38.85782679591489,11,0.0
1,2,118.94570425439986,10,0.0
1,0,68.87941642948198,25,0.0
1,3,89.65487182867074,12,0.0
1,2,59.724916234416625,11,0.0
1,2,118.94570425439986,76,0.0
1,3,60.89431932242305,19,0.0
1,2,69.6624957345418,191,0.0
1,1,38.65156997308425,11,0.0
1,0,16.42917495038345,26,0.0
1,2,118.94570425439986,24,0.0
1,1,50.58035304344879,6,0.0
1,0,29.938641412626907,19,0.0
1,2,118.94570425439986,284,0.0
1,2,118.94570425439986,122,0.0
1,0,28.084587273166214,24,0.0
1,2,118.94570425439986,233,0.0
1,1,7.618071446145875,23,0.0
1,2,85.13547063084918,48,0.0
2,3,134.78821339525607,11,0.0
1,0,63.66615628557963,22,0.0
1,0,28.92590848119073,20,0.0
1,3,13.39014948645678,27,0.0
1,3,43.32853317861669,27,0.0
1,0,90.58046824822618,24,0.0
1,2,84.52712798423737,47,0.0
1,2,118.94545579204217,23,0.0
1,2,118.94545579204217,78,0.0
1,1,48.964104531062056,25,0.0
1,0,28.884097204669075,20,0.0
1,1,44.09855154450075,23,0.0
2,1,39.02941725240726,12,0.0
2,1,37.45176785197111,12,0.0
1,2,70.2189211278703,10,0.0
1,0,26.70631382895408,22,0.0
1,2,98.94545579204217,1,0.0
1,2,97.29999581242093,285,0.0
1,1,68.85853163074867,22,0.0
1,0,36.59702576512642,12,0.0
1,0,28.056774727099025,18,0.0
1,0,29.94449584560293,22,0.0
1,1,85.12528254428221,24,0.0
1,2,118.94545579204217,13,0.0
1,0,6.425051963353726,26,0.0
1,2,118.94545579204217,22,0.0
1,0,28.97023057139458,19,0.0
1,1,55.166156285579625,22,0.0
1,3,3.434073544141932,26,0.0
1,1,55.166156285579625,22,0.0
1,2,118.94545579204217,57,0.0
1,2,73.35665787354516,11,0.0
1,2,102.08319253771703,2,0.0
1,0,63.775487525640706,21,0.0
1,0,7.432016142644171,26,0.0
1,0,39.825445623122874,10,0.0
1,2,118.93571241117547,31,0.0
1,2,118.93571241117547,26,0.0
1,0,25.642026240129557,23,0.0
1,2,65.0071045132324,167,0.0
1,2,118.93571241117547,24,0.0
1,1,53.101868696755105,23,0.0
1,2,118.93571241117547,80,0.0
1,1,17.174320577696168,17,0.0
1,2,118.93571241117547,79,0.0
1,0,33.01228951305695,25,0.0
2,3,40.4435036595786,13,0.0
1,1,51.034263955676224,24,0.0
1,2,116.88116820321764,204,0.0
1,0,62.60186869675511,23,0.0
1,0,65.63105193254913,22,0.0
1,1,48.964215343050796,25,0.0
1,2,114.8268724576175,24,0.0
1,2,118.93571241117547,109,0.0
2,2,40.232717733538415,13,0.0
2,3,26.91122720043134,13,0.0
2,1,30.211227200431352,13,0.0
1,2,60.18901493894348,53,0.0
1,2,57.187532929970956,7,0.0
1,3,78.5692601326302,13,0.0
2,2,40.05069147280198,5,0.0
1,0,55.003881041951814,28,0.0
1,0,105.25634019205977,3,0.0
1,2,83.85225099920184,22,0.0
1,3,83.47812775060244,15,0.0
1,2,105.25634019205977,3,0.0
1,3,53.41817360363593,10,0.0
1,0,41.76428748568711,15,0.0
1,0,93.7562239878554,26,0.0
1,0,31.11640829641024,18,0.0
1,2,118.94208771871406,123,0.0
1,3,5.510154044929715,25,0.0
1,2,70.12115018417731,12,0.0
1,2,78.82743836423295,24,0.0
1,1,25.06955105836522,15,-2.5
1,1,71.92617500486435,14,0.0
1,1,75.3304382905035,24,0.0
2,1,24.300677492050088,14,0.0
1,0,47.47635167439029,25,0.0
1,0,57.97635167439029,25,0.0
1,0,33.47482589501596,14,0.0
1,0,13.252430872315154,29,0.0
1,1,71.92617500486435,14,0.0
1,2,118.94208771871406,24,0.0
2,3,108.27283740490012,8,69.49782787272954
1,1,26.064236528020025,24,-2.5
1,0,25.701862360360558,23,0.0
1,2,118.93996502580195,288,0.0
1,3,48.65754027015671,23,0.0
1,0,20.314068887160175,28,0.0
1,2,71.53190882577879,169,0.0
1,1,57.13544538902292,24,0.0
2,3,43.40878805955976,15,0.0
1,1,42.2218077129133,29,0.0
1,0,60.146268087566824,27,0.0
1,2,64.67068326999235,33,0.0
1,2,74.30386040255924,146,0.0
1,2,118.93996502580195,27,0.0
1,1,67.77185027428831,16,0.0
1,1,6.201862360360546,23,0.0
1,1,41.483921441271114,25,0.0
1,1,52.064236528020025,24,0.0
2,0,77.88818670755504,15,0.0
1,2,63.712337242517314,9,0.0
2,0,45.266545266805,3,0.0
1,2,118.92855906735221,24,0.0
1,2,118.92855906735221,16,0.0
1,2,118.92855906735221,27,0.0
1,0,23.53944746644057,25,0.0
1,0,34.4450304413892,15,0.0
1,2,73.15515902313376,29,0.0
1,3,7.716554794438261,23,0.0
1,2,38.297142140646486,17,0.0
1,0,22.452638051997774,26,0.0
1,1,48.2167339410502,26,0.0
1,0,63.571196444567846,30,0.0
1,2,118.92855906735221,218,0.0
2,2,46.837957356607944,4,0.0
1,2,118.92855906735221,207,0.0
1,2,68.32385860907027,228,0.0
1,1,8.710428754105763,29,-2.5
1,1,2.3098514612317347,28,0.0
1,2,68.06129725931969,34,0.0
1,0,11.120954965469311,31,0.0
1,3,23.131303192472032,25,0.0
1,0,55.186927705334426,13,0.0
2,0,30.40526439968327,17,0.0
1,1,96.13266621849725,210,0.0
1,0,22.452638051997774,26,0.0
1,0,58.706282358000486,30,0.0
1,0,6.657755276344107,24,0.0
1,0,55.33876191154294,29,0.0
1,0,25.744299432048564,23,0.0
1,2,51.59316381243159,3,0.0
1,1,53.005204938280976,26,0.0
1,1,42.78607624945029,28,0.0
1,2,48.14989149096282,29,0.0
1,0,28.09407547252759,27,0.0
2,2,78.04786610656578,17,0.0
1,2,118.94120048190584,62,0.0
1,0,21.71756777015792,30,0.0
1,0,35.04188602821559,30,0.0
2,1,47.03947367459036,17,0.0
1,1,20.43399607727808,26,-2.5
1,1,16.88523269409758,17,-2.5
1,2,118.94120048190584,278,0.0
1,1,40.71602763682486,29,0.0
1,0,31.188754701735363,18,0.0
1,1,8.032743632578969,32,-2.5
1,0,48.40548001558195,2,0.0
1,2,51.11757635809167,5,0.0
1,1,1.2510519431375797,29,0.0
1,2,118.94120048190584,28,0.0
1,1,51.11594399982247,24,0.0
1,0,28.76410180683101,29,0.0
1,2,44.23846130527225,25,0.0
1,2,118.94120048190584,109,0.0
1,2,91.61087772118672,130,0.0
2,2,63.42033136344378,16,0.0
1,2,87.82656749618786,198,0.0
1,2,94.78875305916205,131,0.0
1,3,68.27609744066815,18,0.0
1,0,27.05651895666688,20,0.0
1,2,118.95502501426388,278,0.0
1,2,62.70158779977975,28,0.0
1,1,41.35271495577107,31,0.0
1,1,35.69092459418823,18,-2.5
1,2,118.95502501426388,143,0.0
1,2,118.95502501426388,114,0.0
1,2,116.72564843012321,291,0.0
1,1,50.6293184977424,31,0.0
1,2,81.29502038525983,172,0.0
2,1,20.453676944481927,18,0.0
1,1,42.808706004793045,28,0.0
1,0,33.44193816158055,16,0.0
1,3,32.67105265108875,30,0.0
1,3,29.671052651088754,30,0.0
1,2,118.95502501426388,33,0.0
1,0,44.669639710800205,19,0.0
1,2,72.85891889405964,28,0.0
1,0,20.348863548167497,28,0.0
1,2,48.05088221946817,33,0.0
1,1,21.791643921662228,25,0.0
1,1,49.070969014086344,25,0.0
1,3,31.741101263714175,29,0.0
2,1,33.04394110935931,19,0.0
2,1,15.47414465729817,19,0.0
2,2,63.647499095278526,18,0.0
2,1,47.923817722325495,2,0.0
1,3,40.77405678940523,29,0.0
1,3,63.68892989653095,23,0.0
1,1,89.99424249927915,213,0.0
1,2,45.991919869444956,24,0.0
1,2,118.96535078461218,247,0.0
1,2,118.96535078461218,20,0.0
1,1,11.85437187615414,28,-2.5
1,2,77.12663376000373,33,0.0
1,2,76.12617824755318,29,0.0
2,3,46.17874939262262,13,0.0
1,0,21.491997708494672,27,0.0
2,0,30.677041854350684,20,0.0
1,2,118.96535078461218,53,0.0
1,2,118.96535078461218,60,0.0
1,2,77.70105418296694,37,0.0
1,3,48.44767561829082,27,0.0
2,0,67.4750338384005,19,0.0
1,2,57.56271104956053,7,0.0
1,2,93.92382080589682,113,0.0
1,2,118.96535078461218,210,0.0
1,3,42.85437187615414,28,0.0
1,0,27.204926268952022,19,0.0
1,2,118.96535078461218,278,0.0
1,2,118.96535078461218,37,0.0
1,2,77.18026554724167,221,0.0
1,2,118.96535078461218,86,0.0
1,0,52.70645204832635,30,0.0
1,1,34.57200503488766,32,0.0
2,1,39.868192311057456,6,0.0
1,3,16.756994706274405,30,0.0
1,2,118.97346572637326,85,0.0
1,2,118.97346572637326,145,0.0
1,1,28.629741105173682,20,-2.5
1,1,52.22704288547687,21,-2.5
1,2,74.68771843361802,130,0.0
1,1,32.54547076126092,33,0.0
2,1,35.884680032814835,8,0.0
1,1,39.74752251577849,30,0.0
1,0,18.287680059152944,30,0.0
1,2,31.219845830542436,22,0.0
2,3,47.28468003281484,8,0.0
1,0,51.67991777469961,31,0.0
1,2,72.98713122331353,34,0.0
1,1,46.56813500872785,33,0.0
1,1,57.05355928635785,28,0.0
2,1,53.400828188869035,18,0.0
1,2,52.86281371416409,18,0.0
1,2,101.45823064103988,203,0.0
1,2,84.51343811882221,41,0.0
1,2,69.37106538165757,30,0.0
1,3,118.97346572637326,31,0.0
1,3,11.130314129708342,26,0.0
1,0,25.9085606755667,23,0.0
2,0,67.30632147356486,20,0.0
1,2,48.246034228861795,21,0.0
1,2,47.97380517856772,35,0.0
1,1,59.62974110517367,20,0.0
1,2,118.97346572637326,293,0.0
1,3,9.106290026193475,27,0.0
1,0,27.058572123469823,22,0.0
1,2,84.83375004591899,233,0.0
1,2,64.9084330171019,7,0.0
1,3,35.26750736324165,34,0.0
2,3,26.611429497959737,22,0.0
1,0,18.48325060787473,29,0.0
2,3,48.73256357023631,22,0.0
1,1,30.521446657746058,34,0.0
2,1,19.209863273170523,21,0.0
1,0,22.016137693903403,34,0.0
1,2,61.465160695633124,33,0.0
1,2,118.97597589648514,281,0.0
1,1,6.30381349901254,30,-2.5
1,1,30.083150962174958,16,0.0
1,2,118.97597589648514,22,0.0
1,1,66.47203520927309,31,0.0
1,0,18.350465370080876,30,0.0
1,2,104.92614692585705,134,0.0
1,1,43.22349841226362,31,0.0
2,1,33.319314561461674,9,0.0
1,2,118.97597589648514,280,0.0
1,0,50.678917755447614,23,0.0
2,3,41.40969620849489,5,0.0
2,2,40.55423061378251,13,0.0
2,3,17.229819595528728,22,0.0
1,2,88.96016986719292,64,0.0
1,1,29.173546575046043,34,0.0
1,1,21.570684243427472,22,-2.5
1,2,94.55705333677494,282,0.0
1,0,23.598886470334126,34,0.0
1,2,69.65594197552835,22,0.0
1,3,67.12263698916556,23,0.0
1,0,16.228623197406733,32,0.0
1,0,57.3471815899768,36,0.0
1,2,87.42917016423209,224,0.0
1,2,83.52559138830415,206,0.0
2,1,44.82261463716087,16,0.0
1,1,3.0186130999213443,35,-2.5
1,2,118.96496724176865,30,0.0
1,1,45.167986023730656,23,-2.5
2,3,31.073477100625958,21,0.0
1,2,104.69316225671902,23,0.0
2,2,40.12251850517929,6,0.0
1,0,15.195915312226129,33,0.0
1,2,118.9672921148194,245,0.0
2,3,29.30456982966717,23,0.0
1,3,34.73607285560058,32,0.0
1,0,24.990831480057874,24,0.0
1,1,26.45370601433411,36,0.0
1,2,118.9672921148194,67,0.0
1,1,32.65575776885167,33,0.0
1,2,84.86061037950672,133,0.0
1,0,11.98590521474074,36,0.0
1,0,16.546376210371076,29,0.0
1,0,49.64620987026701,24,0.0
1,0,85.01648997240655,214,0.0
1,2,78.17361620907941,12,0.0
1,2,118.9672921148194,296,0.0
1,0,28.28898992563919,21,0.0
2,1,27.47347710062596,21,0.0
1,0,81.85089010348153,37,0.0
2,2,96.04301247545074,2,0.0
1,0,37.73607285560058,32,0.0
1,2,118.9672921148194,19,0.0
1,3,32.329376597737266,31,0.0
2,0,101.87764700409758,3,0.0
1,0,16.282724726668928,32,0.0
1,2,118.9672921148194,34,0.0
1,2,103.46227089004952,22,0.0
2,2,26.735069026596275,24,0.0
1,2,118.97287439769683,133,0.0
2,1,36.99282623384151,12,0.0
1,3,35.18043119160128,9,0.0
1,0,66.42764662193107,50,0.0
1,2,118.97287439769683,283,0.0
1,0,16.43270645236346,31,0.0
2,3,26.18337494555036,24,0.0
1,0,20.869026648546928,34,0.0
1,0,20.70108404748958,28,0.0
1,2,118.97287439769683,135,0.0
1,0,47.56102742546962,35,0.0
1,0,55.59477719572929,22,0.0
1,2,94.92270866741151,236,0.0
1,3,20.305863111043887,27,0.0
1,2,88.40047293282754,137,0.0
1,2,96.70328329915841,64,0.0
1,2,118.97287439769683,297,0.0
1,1,38.44924465949786,37,0.0
2,0,8.01357849348921,24,0.0
1,2,118.97287439769683,60,0.0
1,0,56.09602360242361,24,0.0
1,0,25.49097881284421,36,0.0
1,1,65.73608240602113,34,0.0
1,1,36.8908951758418,31,0.0
1,1,10.990998263834234,25,-2.5
2,2,36.550720278420265,11,0.0
2,1,45.88986436978653,7,0.0
1,2,81.93818692754147,228,0.0
1,2,58.27714190485247,23,0.0
1,2,118.98014750789054,33,0.0
1,2,87.93581284845705,34,0.0
1,2,118.98014750789054,44,0.0
1,0,22.406727919921476,38,0.0
1,1,4.7231589232849975,28,-2.5
1,0,54.267495610383556,39,0.0
1,3,30.9829968626058,21,0.0
1,1,54.57492470361983,23,0.0
1,2,118.98014750789054,136,0.0
1,3,36.469713380446194,26,0.0
1,3,49.490998263834214,25,0.0
2,3,41.247982640991516,16,0.0
1,2,97.94635650179808,43,0.0
2,2,7.553775170676606,25,0.0
2,0,55.65466435177891,25,0.0
1,0,26.56639407478862,38,0.0
1,3,6.591717591308221,36,0.0
1,0,93.52198909014487,209,0.0
1,1,19.665969298862002,38,-2.5
1,0,58.46658470673895,36,0.0
1,2,107.57953363436496,156,0.0
2,2,32.63658408816731,23,0.0
1,0,10.051874962050748,37,0.0
1,2,118.97689765815116,62,0.0
1,2,81.60563726676871,12,0.0
2,1,25.180036518943993,24,0.0
1,3,31.137476357642974,11,0.0
1,0,14.30361825167965,34,0.0
1,2,118.97689765815116,37,0.0
1,2,118.97689765815116,92,0.0
2,0,72.89052789598048,26,0.0
2,1,34.607186642421496,13,0.0
2,3,29.712665375846957,21,0.0
1,2,78.78080966722005,40,0.0
1,2,118.97689765815116,299,0.0
1,0,11.051874962050752,37,0.0
1,2,15.690568314087269,34,0.0
1,2,53.640695071160756,180,0.0
2,1,28.859435166939267,26,0.0
1,1,16.14286695701316,39,-2.5
2,3,30.283686368637404,13,0.0
2,3,15.959435166939292,26,0.0
2,3,27.161279049917383,26,11.201843882978089
2,3,27.011129247985203,26,0.0
1,3,25.129686283568226,39,0.0
1,0,49.0856773325902,36,0.0
1,3,28.66599241933911,35,0.0
1,1,15.518072591511334,37,0.0
1,1,52.826809364448536,26,0.0
1,2,118.97689765815116,135,0.0
1,2,55.57083923964733,39,0.0
1,0,44.49281391033177,38,0.0
1,1,42.86645542199001,35,0.0
1,1,13.49281391033179,38,0.0
1,2,84.88134698456594,13,0.0
1,1,3.9426372408058494,27,-2.5
2,0,33.50187488032438,15,0.0
2,3,11.325524337024598,28,0.0
1,2,51.52663806409852,61,0.0
1,2,118.97474131882045,91,0.0
1,3,24.234037480296248,35,0.0
1,2,75.0470990536863,255,0.0
1,2,118.97474131882045,28,0.0
1,2,98.12854868589923,137,0.0
1,2,118.97474131882045,40,0.0
1,0,24.748623689097087,40,0.0
1,2,118.97474131882045,68,0.0
1,0,10.026616280871208,38,0.0
1,0,25.28399557777843,24,0.0
1,0,17.800813133409083,37,0.0
1,3,4.543356568279837,38,0.0
1,0,18.72145681119887,30,0.0
2,0,2.1226271399720837,27,0.0
1,2,118.97474131882045,34,0.0
2,3,53.352309822145756,28,0.0
2,1,24.184283415085368,13,0.0
1,2,52.68855837090421,70,0.0
1,1,11.212898594955831,25,-2.5
1,0,12.336088063029129,35,0.0
1,0,31.769900048856343,42,0.0
1,2,61.94989112516858,122,0.0
1,0,46.69436042350988,40,0.0
1,1,17.01709469822794,40,0.0
1,1,31.496461282597174,28,0.0
1,2,94.55225256403425,17,0.0
1,3,48.999405213089275,28,0.0
1,0,24.255590703581948,25,0.0
1,3,36.04648896579312,30,0.0
2,0,24.272911174150508,28,0.0
1,0,16.937873157688017,36,0.0
1,1,16.32996202269661,41,0.0
1,2,118.97159512580352,72,0.0
1,2,101.23924673446156,138,0.0
2,3,6.451420641043449,28,0.0
1,1,0.41423236660936613,28,-2.5
1,2,107.91736206194535,240,0.0
1,2,118.97159512580352,139,0.0
1,2,118.97159512580352,17,0.0
1,0,43.46440903613529,39,0.0
2,1,30.66896856858679,15,0.0
1,0,19.867087488420374,29,0.0
1,3,28.165259828137135,32,0.0
1,1,8.894360423509879,40,0.0
1,2,110.07459528376621,27,0.0
1,0,8.158980735031426,37,0.0
1,3,3.7508364610628844,37,0.0
1,3,15.032013777214182,38,0.0
1,0,45.66384886358582,41,0.0
2,3,22.898895760918432,29,0.0
1,2,118.96948844007595,73,0.0
1,2,118.96948844007595,40,0.0
1,2,118.96948844007595,47,0.0
1,1,38.80753898786947,37,0.0
1,1,46.74263424914845,29,0.0
1,2,81.3448532653961,257,0.0
2,3,33.32435060110053,26,0.0
1,0,42.43389747621123,40,0.0
1,2,118.96948844007595,48,0.0
1,1,26.76376522658341,36,0.0
2,2,18.30968168695862,29,0.0
1,2,19.07147461959572,29,0.0
1,1,7.863848863585821,41,0.0
1,0,15.573954098231194,33,0.0
1,2,91.21157447061832,223,0.0
2,3,34.63999672150464,23,0.0
1,0,54.359307249590024,40,0.0
1,0,6.967699846750663,40,0.0
1,1,13.001502217290124,39,0.0
1,2,107.5589371854496,140,0.0
1,1,42.73081874798672,29,0.0
2,1,26.52040697657785,23,0.0
1,1,92.94175111865181,2,-2.5
2,2,14.676885251307004,30,0.0
2,1,12.906228732789065,30,0.0
1,2,118.97226267857587,75,0.0
1,1,12.271713141348418,43,0.0
1,2,79.51712958259691,29,0.0
2,0,38.44317799835578,12,0.0
1,2,94.34420875845888,224,0.0
1,1,82.87554541636217,43,0.0
2,2,24.511693534570277,24,0.0
1,2,116.39428573475425,29,0.0
2,0,38.00129626956077,21,0.0
1,0,22.20410890743627,30,0.0
2,3,19.278729134285093,30,0.0
